reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
21b5bd82-b2e1-4e39-a391-d6ea9f3c8cbd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Cihuy,5,0,1.21.101.1,2025-09-16 22:36:04,,,1.21.101.1
cc6874e6-9423-4831-9d9c-24390876b9c7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oi mojang ini knp gw g bisa download,5,0,,2025-09-16 22:05:45,,,
68f7cd20-4bc1-49d4-bb65-29e6e190ac08,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,1.21.101.1,2025-09-16 21:51:16,,,1.21.101.1
a463394b-f306-4dab-8673-0ff628ee81a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bugrock?!?!,5,0,1.21.101.1,2025-09-16 21:25:44,,,1.21.101.1
6474f43d-270b-4ef2-a080-f758de8be86c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Terjadi Bug saat ingin mengganti skin, Tidak bisa mengganti Skin selain Steve",3,0,,2025-09-16 21:15:40,,,
441318b1-4277-407d-b938-7c79ba7a2196,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pas lagi main bareng pas masuk ke server nya gak bisa sama pas masuk server kadang gak bisa,3,0,,2025-09-16 20:56:26,,,
baf212da-6cb9-4c49-8998-94c99c49e90c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"game ampass, terlalu mementingin update sampe lupa bugnya gak diurus. alasannya jenapa kok setiap gw login dunia gw sama skinnya hilang mluu dah... saat mainnya offline skin sama dunianya malah hilang dan trs harus masang lagi skinnya dan apalagi dunianya harus ualng lagiii.mojang pls kembalikan minecraft dlu lagi biar gak ribet secara manual",2,0,1.21.101.1,2025-09-16 20:50:11,,,1.21.101.1
a2757a98-7344-4a30-b1f2-7b576307ec64,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,1.21.101.1,2025-09-16 20:44:56,,,1.21.101.1
26a8c890-2aa8-4dfb-8b71-da024004c027,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kode nya ga sesuai, sering lag, mahal, dan tiap bikin tempat selalu respawn di tempat yang sama huhue :D",3,0,1.21.101.1,2025-09-16 20:31:14,,,1.21.101.1
4992f8cb-d59f-4057-a59d-09448a0d773d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game apasih ini selalu saat main kadang tombol GK bisa dipencet,1,0,,2025-09-16 20:00:11,,,
cdf0f68b-f1e1-4c5c-9e7a-0b18a8d31215,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gema sundala gak pantas di kasih bintang 5,1,0,1.21.101.1,2025-09-16 19:51:05,,,1.21.101.1
08b7dcb5-7fe4-40cc-b15a-307653c0ae3d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat bagus tapi yang aku bingung itu pasang modnya kira² pasang modnya itu gimana ya?,5,0,1.21.101.1,2025-09-16 19:02:33,,,1.21.101.1
4863b0d4-5160-43f5-8cc3-f9063cc6efd6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini bagus walapun berbayar👌,5,0,,2025-09-16 19:01:18,,,
9df421c5-498d-4950-94aa-9b044856a980,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguss untuk otak melatih kreativitas,5,0,1.21.101.1,2025-09-16 19:00:43,,,1.21.101.1
6ec40af3-8c88-43d3-942c-1aa9b1b4d566,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini grafiknya benerin dikit mohon itu aja dari saya soapnya grafinya burik bgt jadi sakit mata KLO main KLO pake sheder ngrwngi jdjfnttjrjjdf,1,0,,2025-09-16 18:53:34,,,
3d58c02a-6670-43c3-8bae-f3030f744c82,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya keren ada movie nya semoga di bikinin Minecraft movie 2 game nya bisa menjelajah hi dunia bisa membuat apa saja,5,0,1.21.72.01,2025-09-16 18:40:42,,,1.21.72.01
8a7eec04-7e82-48ad-aec8-0c172496eb37,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini di download atau di instal,5,0,,2025-09-16 18:26:24,,,
5497821f-2219-416b-b9f7-889f23ac9f16,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,loh kok gini padahal sudah saya update tapi kok gak ada copper armor copper tools dll tolong di perbaiki mojang,2,0,,2025-09-16 18:23:01,,,
7b4f51be-aecc-4db8-b192-44189a931577,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game tervaik,5,0,,2025-09-16 18:16:44,,,
de75bec7-96af-4db6-9e96-950f70c7ead1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"jujur, gw dulu main bajakan tapi setelah turun harga aku langsung beli dan mainin asli, respect bgt gw sama dev nya yg nurunin harga Minecraft 🫡",5,0,,2025-09-16 17:55:06,,,
9970e7a6-a31b-41ed-9d10-0196aad61196,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jaja,5,0,1.21.101.1,2025-09-16 17:14:03,,,1.21.101.1
d05f0399-5ac5-41c7-983c-ece318f0cae8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Game sandbox paling seru yang pernah kumainin,5,0,1.21.101.1,2025-09-16 16:41:54,,,1.21.101.1
3ca41c3f-1082-43c4-a9cf-6ede33bed9e6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya sih bagus tapi gw pasang skin gk muncul di ingame ya,5,0,1.21.101.1,2025-09-16 16:24:13,,,1.21.101.1
80f0ad9e-4c61-48f6-88f4-39c2fdb9712e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gak bisa di download,1,0,,2025-09-16 15:30:06,,,
123e68df-2e84-46c0-a48f-861b479e9280,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gw kan baru download ini game kok versi beta yaa? padahal nggak masuk ke program beta jadi tolong kasih arahan nanti kalo udah bener gw ganti ke bintang 5,5,0,1.21.101.1,2025-09-16 15:20:23,,,1.21.101.1
2f018577-0308-433f-a327-51518d0cb456,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget bisa mabar sama temen,5,0,1.21.101.1,2025-09-16 14:39:28,,,1.21.101.1
a0d3a789-9831-4eb8-a320-63c9df6feb30,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,GAME MASTERPIECE UDAH GITU MURAH,5,0,1.21.101.1,2025-09-16 14:34:16,,,1.21.101.1
9937da6f-dcf4-4bcb-8b42-7f5fd80506dc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gokil saya mengenal game ini dari 2020,cuma versi kW nya, Alhamdulillah sekarang bisa ngerasain game ini secara original,game nya seru,bikin tenang,pokoknya ni game seru,makasih untuk notch",5,0,1.21.101.1,2025-09-16 14:30:17,,,1.21.101.1
2528ac50-29f8-4091-b6bf-8eed99e58dbc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus sekali mojang kau membuat minecraft bedrock ini menjadi minecraft bugrock padahal minecraft nya sama sama bayar seperti minecraft java kenapa kamu malah pilih kasih wahai mojang kenapaaaa minecraft bedtock ini banyak bug nya sedangkan minecraft java yang sama² berbayar tidak ada bug nyaaaaaaaa mojangggggg kenapa mojangggg!!!!!!!!!!!! walaupun minecraft bugrock ini emang bug nya ada yg menguntungkan tapi kenapa juga harus ada bug yg membuat kita player minecraft tidak betah dalam bermain,3,0,1.21.101.1,2025-09-16 13:52:21,,,1.21.101.1
4252df91-7be4-4335-80a0-844a8503e366,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mojang tolong perbaiki bug painting yang sering hilang sendiri aku sudah capek selalu nge replace di building ku, setelah ku replace hilang lagi",3,0,,2025-09-16 13:46:23,,,
163e9c33-4e5e-4f55-8fe7-d75b3af4afe9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya harap di versi 1.22 nanti di tambahkan vitur seperti dapat memegang item di tangn kiri,4,3,1.21.101.1,2025-09-16 13:35:15,,,1.21.101.1
a565256f-fb1f-4af1-a7ef-c3716690b57e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya bagus banget karena game ini ngajarin kita semua bertahan hidup sendiri itu susah banget samak tolong tambahin bahasa Jawa pliss aku Mauk bahasa Jawa,5,1,1.21.101.1,2025-09-16 13:32:31,,,1.21.101.1
ee823bed-a616-4dd2-b9d8-9fcc68503fd4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"anjay, baru kali ini beli mc ORI, biasanya pake crack, tapi sekarang ada kesadaran buat beli mc ORI karna saya mikir mojang rugi kalau kita tidak resmi mempunyai mc ori",5,0,1.21.101.1,2025-09-16 13:19:14,,,1.21.101.1
a81d7a1c-f707-4a10-a2db-caa6174f220a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mojokerto,5,0,1.21.101.1,2025-09-16 13:09:47,,,1.21.101.1
73397b73-2c65-4d9d-95b6-a76f38d9763e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gw udh masang dgn berbayar taoi masih bingung cara pake add on sama shaders,3,0,,2025-09-16 12:59:25,,,
c129389c-7354-4133-80d0-2ec47c267757,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Game nya asik banget, ngilangin bosen,& bisa lebih kreatif membangun apapun dengan imajinasi, oiya aku bukan bot, memang ngasih ulasan kayak robot 🗿, pokoknya seru deh,yah.. meskipun mungkin ada beberapa bug ya",5,0,1.21.101.1,2025-09-16 12:41:19,,,1.21.101.1
54c93903-4860-4eb4-bbce-c61af1d133ff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udah main lama eh tbtb start moving files kenapa kira kira,trus data ilang hadeh",3,0,,2025-09-16 11:40:37,,,
e35f33e2-8e15-4b57-aea6-43c4ad39a7c7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mojang jembut,5,0,1.21.101.1,2025-09-16 11:19:11,,,1.21.101.1
db800a32-955e-462b-b226-4a6ee9f65fa9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku main banyak bug Contoh Item gak bisa diambil terus tombol setting gak bisa dipencet selain itu mode survival suka mati sendiri tanpa alasan yang jelas mohon mojang diperbaiki lagi,2,0,1.21.120.21,2025-09-16 10:35:22,,,1.21.120.21
8ddb79d1-0ef9-46ac-9944-c24e4613dd5b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game payah,1,0,,2025-09-16 10:15:12,,,
91b7bd38-bfed-4389-a4aa-9b95eb3eed5e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍🏻,5,0,1.21.101.1,2025-09-16 10:13:33,,,1.21.101.1
212b14ff-c137-4e0e-b286-df28f20d18a5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nostalgia :'),5,0,1.21.120.21,2025-09-16 08:59:01,,,1.21.120.21
d5bb32e2-b821-4f8e-8251-3311b10810ac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguss,5,0,1.21.101.1,2025-09-16 08:37:59,,,1.21.101.1
b0be34a1-008f-4332-8c2f-451b14137bbc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Minecraft game yang sangat seru,5,0,1.21.101.1,2025-09-16 07:30:57,,,1.21.101.1
bfebeba4-0e01-42f5-bcd1-22d1b30b92a8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Game sampah,5,0,,2025-09-16 07:30:48,,,
c4fb4da8-d5b8-49c4-9fd6-7759bfc48424,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lobe u,5,0,,2025-09-16 07:29:11,,,
130bd8cd-9df5-45f1-bb21-96de79b49465,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,setiap ingin menginstal aplikasi ini malah terjadi kesahalan padahal sudah saya ikuti agar bisa menginstal aplikasi ini emang buabi,1,0,,2025-09-16 07:22:05,,,
a79d9678-47c8-4f77-941a-163062e2a321,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game ini benar benar seru!!!!! terimakasih mojang sudah menciptakan game ini,5,0,1.21.101.1,2025-09-16 06:34:48,,,1.21.101.1
5480ae92-03ca-48b9-b107-466f14cb1d0a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya bagus,5,0,,2025-09-16 05:51:16,,,
007fb0ad-054d-4a97-8d64-2386607422d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gak bisa Terdowlod balikin dui gue Mojang kontl,1,0,,2025-09-16 00:47:48,,,
faa0b207-0103-4c0b-81ed-c68bb88b0852,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,do i need to say anything about this game?,5,0,1.21.101.1,2025-09-16 00:43:49,,,1.21.101.1
11889be3-8869-45c7-b8e7-2a98286921a2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ni game tolol apa gimana sih,1,0,1.21.101.1,2025-09-15 23:37:07,,,1.21.101.1
38fe5875-206a-4d3b-a74f-288945cf2dd0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kepada pihak Minecraft knp saya memberikan pendepat jelek di karenakan: setelah saya beberapa hari bermain Minecraft kenapa Minecraft sya selalu ke riset map addon akun semuanya hilang dan sekarang saya tidak bisa bermain Minecraft karna tidak bisa masuk ke game nya mohon berikan saya jawaban terimakasih To Minecraft, why am I giving a negative opinion? Because: After playing Minecraft for a few days, why does my Minecraft keep going to the addon map research? My account is all gone, and now",2,0,1.21.93.1,2025-09-15 23:31:18,,,1.21.93.1
7ef7ca74-fe5e-4291-8e7b-82bba19115b1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"plisss mojang atasi bug dimana ada beberapa hp yang ga support storage eternal contohnya hpku ini tiap mau ganti ke external pasti crash dan ga bisa apa"" hp tmn ku juga gitu dan ini sangat menyusahkan bagi saya yang player Minecraft lama dari hp kentang hingga sekarang dah ganti hp TPI fitur penting malah ga bisa di pake",2,0,1.21.101.1,2025-09-15 22:29:48,,,1.21.101.1
65b3033d-7610-4c72-881b-7d6bb21894c9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat keren,5,0,1.21.101.1,2025-09-15 20:15:54,,,1.21.101.1
52ddb2a7-0777-412d-af04-ed8e2270eb9a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gamenya meningkatkan kreativitas player, dan saya dapat berbahasa Inggris karena game ini, gak ada kekurangan tapi KAPAN END UPDATE",5,504,1.21.101.1,2025-09-15 20:04:04,,,1.21.101.1
